"","user_id","restaurant_id","rating"
"2640","V0133","R011",4.8
"2641","V0133","R045",1.65
"2642","V0133","R026",3.79
"2643","V0133","R003",5.56
"2644","V0133","R014",4.77
"2645","V0133","R013",3.54
"2646","V0133","R009",5.15
"2647","V0133","R016",4.04
"2648","V0133","R021",3.04
"2649","V0133","R044",2.52
"2650","V0133","R037",3.75
"2651","V0133","R001",4.16
"2652","V0134","R021",3.72
"2653","V0134","R015",3.93
"2654","V0134","R011",2.47
"2655","V0134","R050",3.63
"2656","V0134","R020",2.41
"2657","V0134","R006",4.33
"2658","V0134","R042",2.61
"2659","V0134","R010",4.49
"2660","V0134","R027",2.25
"2661","V0134","R043",5.07
"2662","V0134","R036",2.38
"2663","V0134","R035",2.61
"2664","V0134","R023",3.1
"2665","V0134","R004",2.8
"2666","V0134","R001",1.79
"2667","V0134","R022",2.78
"2668","V0134","R038",5.04
"2669","V0134","R008",3.53
"2670","V0134","R037",3.41
"2671","V0134","R007",5.71
"2672","V0134","R030",2.74
"2673","V0134","R033",2.89
"2674","V0135","R037",1.38
"2675","V0135","R030",3.67
"2676","V0135","R015",2.82
"2677","V0135","R044",2.88
"2678","V0135","R033",2.21
"2679","V0135","R008",2.16
"2680","V0135","R028",2.11
"2681","V0135","R014",2.76
"2682","V0135","R020",3.87
"2683","V0135","R017",2.98
"2684","V0135","R036",4.43
"2685","V0135","R022",1.52
"2686","V0135","R004",4.61
"2687","V0136","R037",2.65
"2688","V0136","R008",5.29
"2689","V0136","R009",4.47
"2690","V0136","R042",3.47
"2691","V0136","R043",3.33
"2692","V0136","R041",4.95
"2693","V0136","R012",4.8
"2694","V0136","R001",4.47
"2695","V0136","R003",3.49
"2696","V0136","R048",3.7
"2697","V0136","R022",0.92
"2698","V0137","R005",5.21
"2699","V0137","R041",6.92
"2700","V0137","R018",5.27
"2701","V0137","R035",2.81
"2702","V0137","R009",5.43
"2703","V0137","R023",6.87
"2704","V0137","R037",4.21
"2705","V0137","R047",3.1
"2706","V0137","R050",5.97
"2707","V0137","R039",3.61
"2708","V0137","R007",5.36
"2709","V0138","R025",1.42
"2710","V0138","R018",2.85
"2711","V0138","R020",3.62
"2712","V0138","R028",3.34
"2713","V0138","R037",1.11
"2714","V0138","R042",2.91
"2715","V0138","R022",1.28
"2716","V0138","R011",4.33
"2717","V0138","R002",3.03
"2718","V0138","R032",2.97
"2719","V0138","R001",3.12
"2720","V0138","R033",1.99
"2721","V0138","R045",1.58
"2722","V0138","R029",2.53
"2723","V0138","R035",4.26
"2724","V0138","R024",3.53
"2725","V0138","R006",5.16
"2726","V0138","R048",3.59
"2727","V0138","R036",2.3
"2728","V0138","R030",3.73
"2729","V0138","R005",2.91
"2730","V0138","R014",4.66
"2731","V0138","R031",3.83
"2732","V0138","R047",5.3
"2733","V0138","R050",0.97
"2734","V0138","R049",2.22
"2735","V0138","R007",4.31
"2736","V0138","R034",4.18
"2737","V0139","R017",5.42
"2738","V0139","R034",5.78
"2739","V0139","R043",5.55
"2740","V0139","R049",5.75
"2741","V0139","R018",5.74
"2742","V0139","R020",5.05
"2743","V0139","R035",1.6
"2744","V0139","R011",5.41
"2745","V0139","R015",4.32
"2746","V0139","R044",4.72
"2747","V0139","R019",4.88
"2748","V0139","R027",5.24
"2749","V0139","R004",4.36
"2750","V0139","R032",4.59
"2751","V0140","R003",3.27
"2752","V0140","R020",4.72
"2753","V0140","R044",4.74
"2754","V0140","R018",2.46
"2755","V0140","R002",3.18
"2756","V0140","R008",2.92
"2757","V0140","R011",6
"2758","V0140","R045",2.53
"2759","V0140","R035",3.73
"2760","V0140","R001",4.09
"2761","V0141","R014",2.96
"2762","V0141","R050",3.73
"2763","V0141","R022",3.55
"2764","V0141","R040",4.27
"2765","V0141","R015",1.76
"2766","V0141","R025",3.51
"2767","V0141","R004",3.61
"2768","V0141","R023",3.85
"2769","V0141","R012",4.03
"2770","V0141","R010",2.82
"2771","V0141","R009",5.5
"2772","V0141","R013",4.88
"2773","V0141","R029",4.46
"2774","V0141","R021",1.46
"2775","V0141","R028",4
"2776","V0141","R044",3.44
"2777","V0141","R019",3.26
"2778","V0141","R045",0.44
"2779","V0141","R042",2.94
"2780","V0141","R038",4.25
"2781","V0142","R047",2.21
"2782","V0142","R006",4.08
"2783","V0142","R044",5.26
"2784","V0142","R050",4.52
"2785","V0142","R004",7.85
"2786","V0142","R037",3.95
"2787","V0142","R001",6.53
"2788","V0142","R031",6.62
"2789","V0142","R028",3.56
"2790","V0142","R019",5.11
"2791","V0142","R007",7.86
"2792","V0142","R002",4.54
"2793","V0142","R009",3.76
"2794","V0142","R022",3.25
"2795","V0142","R014",6.64
"2796","V0142","R042",5.03
"2797","V0142","R036",5.09
"2798","V0142","R041",7.52
"2799","V0143","R045",2.61
"2800","V0143","R034",4.1
"2801","V0143","R023",3.55
"2802","V0143","R036",2.68
"2803","V0143","R002",2.78
"2804","V0143","R017",4.14
"2805","V0143","R044",3.75
"2806","V0143","R048",5.87
"2807","V0143","R019",0.9
"2808","V0143","R018",5.55
"2809","V0143","R033",2.88
"2810","V0143","R037",3.05
"2811","V0143","R022",3.51
"2812","V0143","R047",3.67
"2813","V0143","R011",3.95
"2814","V0143","R042",2.74
"2815","V0143","R040",3.04
"2816","V0143","R038",6.44
"2817","V0143","R024",0.28
"2818","V0144","R029",1.51
"2819","V0144","R050",0.85
"2820","V0144","R005",3.81
"2821","V0144","R041",3.95
"2822","V0144","R003",2.89
"2823","V0144","R028",1.84
"2824","V0144","R039",2.88
"2825","V0144","R021",3.25
"2826","V0144","R001",3.78
"2827","V0144","R017",2.52
"2828","V0144","R043",3.15
"2829","V0144","R040",3.65
"2830","V0144","R015",2.19
"2831","V0144","R019",3.5
"2832","V0144","R049",2.76
"2833","V0144","R030",3.58
"2834","V0144","R016",3.6
"2835","V0144","R036",2
"2836","V0144","R048",2.83
"2837","V0144","R045",0.39
"2838","V0144","R011",4.93
"2839","V0144","R006",2.14
"2840","V0144","R020",2.19
"2841","V0144","R025",3.39
"2842","V0145","R042",3.69
"2843","V0145","R019",1.3
"2844","V0145","R026",3.38
"2845","V0145","R030",2.29
"2846","V0145","R025",5.5
"2847","V0145","R022",3.29
"2848","V0145","R028",1.76
"2849","V0145","R015",1.14
"2850","V0145","R033",5.24
"2851","V0145","R004",3.42
"2852","V0145","R003",3.07
"2853","V0145","R036",1.38
"2854","V0145","R008",3.21
"2855","V0145","R002",3.99
"2856","V0145","R005",3.25
"2857","V0145","R017",5.47
"2858","V0145","R046",2.72
"2859","V0145","R044",4.67
"2860","V0145","R034",4.63
"2861","V0145","R021",2.87
"2862","V0145","R010",4.3
"2863","V0145","R011",1.95
"2864","V0145","R050",1.64
"2865","V0145","R020",1.42
"2866","V0145","R016",4.88
"2867","V0145","R041",1.88
"2868","V0145","R038",2.4
"2869","V0145","R040",2.36
"2870","V0145","R039",3.46
"2871","V0146","R007",2.59
"2872","V0146","R013",2.43
"2873","V0146","R012",5.02
"2874","V0146","R015",2.96
"2875","V0146","R009",2.14
"2876","V0146","R039",3.14
"2877","V0146","R016",2.9
"2878","V0146","R041",2.82
"2879","V0146","R046",3.26
"2880","V0146","R023",2.32
"2881","V0146","R043",2.02
"2882","V0146","R011",3.37
"2883","V0146","R001",2.95
"2884","V0146","R025",1.98
"2885","V0146","R003",1.68
"2886","V0146","R008",3.14
"2887","V0146","R047",2.67
"2888","V0146","R040",2.67
"2889","V0146","R014",3.96
"2890","V0146","R027",1.95
"2891","V0146","R031",2.85
"2892","V0146","R006",2.88
"2893","V0147","R029",4.01
"2894","V0147","R040",3.66
"2895","V0147","R011",3.34
"2896","V0147","R035",4.14
"2897","V0147","R036",3.51
"2898","V0147","R042",3.02
"2899","V0147","R028",1.97
"2900","V0147","R049",4.5
"2901","V0147","R007",3.85
"2902","V0147","R034",3.1
"2903","V0148","R030",3.58
"2904","V0148","R037",2.38
"2905","V0148","R014",3.48
"2906","V0148","R017",3.46
"2907","V0148","R007",3.66
"2908","V0148","R041",4.34
"2909","V0148","R047",1.95
"2910","V0148","R044",2.69
"2911","V0148","R034",3.34
"2912","V0148","R046",2.7
"2913","V0148","R033",4.02
"2914","V0148","R018",1.76
"2915","V0148","R039",2.48
"2916","V0148","R013",1.06
"2917","V0148","R027",5.1
"2918","V0148","R004",3.85
"2919","V0148","R031",3.8
"2920","V0148","R016",3.13
"2921","V0148","R011",3.1
"2922","V0148","R023",1.47
"2923","V0148","R015",2.77
"2924","V0148","R050",3.01
"2925","V0148","R049",3.57
"2926","V0148","R010",2.64
"2927","V0148","R040",3.68
"2928","V0148","R042",3.17
"2929","V0148","R020",5.27
"2930","V0149","R036",4.27
"2931","V0149","R011",3.99
"2932","V0149","R017",3.76
"2933","V0149","R022",3.23
"2934","V0149","R005",5.05
"2935","V0149","R025",3.86
"2936","V0149","R037",2.42
"2937","V0149","R030",3.84
"2938","V0149","R038",2.45
"2939","V0149","R010",3.65
"2940","V0149","R002",3.53
"2941","V0150","R015",2.53
"2942","V0150","R010",5.51
"2943","V0150","R024",4
"2944","V0150","R042",3.7
"2945","V0150","R037",5.25
"2946","V0150","R019",5.37
"2947","V0150","R013",4.53
"2948","V0150","R048",3.63
"2949","V0150","R026",3.93
"2950","V0150","R008",4.93
"2951","V0150","R002",5.89
"2952","V0150","R011",3.8
"2953","V0150","R006",5.48
"2954","V0150","R003",5.82
"2955","V0150","R012",3.93
"2956","V0151","R025",2.47
"2957","V0151","R037",4.33
"2958","V0151","R020",3.14
"2959","V0151","R004",2.73
"2960","V0151","R045",2.22
"2961","V0151","R007",5.24
"2962","V0151","R042",2.49
"2963","V0151","R048",3.58
"2964","V0151","R029",2.89
"2965","V0151","R031",3.49
"2966","V0151","R006",3.34
"2967","V0151","R002",3.83
"2968","V0151","R026",3.21
"2969","V0151","R027",3.07
"2970","V0151","R044",1.64
"2971","V0151","R015",2.08
"2972","V0151","R040",3.02
"2973","V0151","R034",3.21
"2974","V0151","R039",2.17
"2975","V0151","R041",2.6
"2976","V0151","R009",3.48
"2977","V0151","R043",2.76
"2978","V0151","R022",1.47
"2979","V0151","R003",3.19
"2980","V0151","R023",1
"2981","V0152","R013",2.16
"2982","V0152","R018",3.53
"2983","V0152","R023",2.13
"2984","V0152","R019",2.48
"2985","V0152","R049",1.47
"2986","V0152","R008",3.33
"2987","V0152","R032",2.1
"2988","V0152","R005",2.14
"2989","V0152","R050",2.05
"2990","V0152","R002",3.65
"2991","V0152","R025",2.21
"2992","V0152","R027",3.15
"2993","V0152","R034",3.22
"2994","V0153","R038",1.86
"2995","V0153","R002",3.42
"2996","V0153","R035",3.14
"2997","V0153","R005",4.29
"2998","V0153","R049",3.78
"2999","V0153","R029",2.96
"3000","V0153","R040",3.6
"3001","V0153","R023",4.63
"3002","V0153","R020",4.46
"3003","V0153","R012",2.75
"3004","V0153","R033",3.24
"3005","V0153","R008",2.85
"3006","V0153","R022",3.29
"3007","V0153","R028",2.62
"3008","V0153","R045",3.87
"3009","V0153","R013",2.42
"3010","V0153","R019",3.36
"3011","V0153","R047",3.24
"3012","V0153","R026",3.35
"3013","V0153","R003",3.85
"3014","V0154","R003",3.92
"3015","V0154","R019",5.18
"3016","V0154","R005",5.02
"3017","V0154","R002",5.13
"3018","V0154","R004",2.96
"3019","V0154","R009",5.37
"3020","V0154","R014",4.61
"3021","V0154","R024",3.04
"3022","V0154","R027",4.76
"3023","V0154","R022",2.3
"3024","V0154","R041",5.15
"3025","V0154","R045",3.18
"3026","V0154","R008",4.18
"3027","V0154","R037",4.98
"3028","V0154","R016",5.64
"3029","V0154","R029",2.42
"3030","V0154","R013",5.43
"3031","V0154","R020",5.75
"3032","V0154","R023",5.38
"3033","V0154","R039",2.42
"3034","V0154","R028",2.45
"3035","V0154","R042",5.41
"3036","V0154","R049",3.2
"3037","V0155","R043",2.58
"3038","V0155","R040",3.23
"3039","V0155","R031",3.78
"3040","V0155","R032",4.6
"3041","V0155","R008",2.16
"3042","V0155","R039",1.88
"3043","V0155","R049",4.12
"3044","V0155","R045",2.96
"3045","V0155","R044",3.54
"3046","V0155","R016",4.52
"3047","V0155","R004",4.05
"3048","V0155","R041",2.35
"3049","V0155","R037",2.22
"3050","V0155","R011",4.55
"3051","V0155","R024",2.62
"3052","V0155","R026",5.17
"3053","V0155","R033",5.58
"3054","V0155","R034",2.17
"3055","V0155","R047",4.17
"3056","V0155","R007",4.49
"3057","V0155","R017",3.95
"3058","V0155","R025",4.29
"3059","V0155","R021",3.56
"3060","V0155","R030",2.86
"3061","V0156","R048",5.26
"3062","V0156","R045",0.97
"3063","V0156","R036",2.76
"3064","V0156","R025",1.97
"3065","V0156","R034",2.11
"3066","V0156","R009",3.9
"3067","V0156","R006",3.42
"3068","V0156","R019",3.91
"3069","V0156","R021",3.01
"3070","V0156","R029",2.2
"3071","V0156","R016",6.64
"3072","V0156","R044",3.19
"3073","V0156","R020",4.59
"3074","V0156","R005",2.71
"3075","V0157","R020",4.85
"3076","V0157","R010",2.6
"3077","V0157","R022",3.31
"3078","V0157","R006",4.3
"3079","V0157","R045",3.17
"3080","V0157","R027",4
"3081","V0157","R017",5.98
"3082","V0157","R001",5.13
"3083","V0157","R009",3.63
"3084","V0157","R050",5.15
"3085","V0157","R025",5.4
"3086","V0157","R048",5.03
"3087","V0157","R018",2.57
"3088","V0157","R007",6.4
"3089","V0157","R039",3.75
"3090","V0157","R021",4.04
"3091","V0157","R008",4.24
"3092","V0157","R029",3.85
"3093","V0157","R042",4.53
"3094","V0157","R035",4.87
"3095","V0157","R023",4.74
"3096","V0157","R028",4.33
"3097","V0157","R044",6.05
"3098","V0157","R046",3.72
"3099","V0157","R043",4.73
"3100","V0157","R014",4.86
"3101","V0157","R016",4.12
"3102","V0158","R032",3.5
"3103","V0158","R023",4.03
"3104","V0158","R019",0.68
"3105","V0158","R024",3.53
"3106","V0158","R037",2.58
"3107","V0158","R027",2.92
"3108","V0158","R022",3.25
"3109","V0158","R011",3.75
"3110","V0158","R044",4.17
"3111","V0158","R030",3.4
"3112","V0158","R025",4.74
"3113","V0158","R034",2.4
"3114","V0158","R010",3.77
"3115","V0158","R047",0.29
"3116","V0158","R033",3.66
"3117","V0158","R028",2.42
"3118","V0158","R036",3.44
"3119","V0158","R001",2.44
"3120","V0158","R041",3.2
"3121","V0158","R049",4.71
"3122","V0159","R032",4.92
"3123","V0159","R045",4.34
"3124","V0159","R018",3.64
"3125","V0159","R023",3.9
"3126","V0159","R003",4.41
"3127","V0159","R028",4.72
"3128","V0159","R041",5.33
"3129","V0159","R046",5.68
"3130","V0159","R019",3.65
"3131","V0159","R015",5.2
"3132","V0159","R038",6.07
"3133","V0159","R025",5.54
"3134","V0159","R022",2.53
"3135","V0159","R026",4.63
"3136","V0159","R030",2.89
"3137","V0159","R043",3.67
"3138","V0159","R016",4.68
"3139","V0159","R049",5.88
"3140","V0159","R035",6.13
"3141","V0159","R040",5.48
"3142","V0159","R048",5.19
"3143","V0159","R029",3.45
"3144","V0159","R017",4.59
"3145","V0159","R044",4.02
"3146","V0159","R050",4.84
"3147","V0159","R042",6.49
"3148","V0159","R021",4.1
"3149","V0160","R050",2.96
"3150","V0160","R026",3
"3151","V0160","R009",5.32
"3152","V0160","R008",3.15
"3153","V0160","R037",2.9
"3154","V0160","R035",3.33
"3155","V0160","R023",1.43
"3156","V0160","R024",2.5
"3157","V0160","R048",2.07
"3158","V0160","R047",1.34
"3159","V0160","R039",0.71
"3160","V0160","R025",3.73
"3161","V0160","R041",3.29
"3162","V0160","R030",2.53
"3163","V0160","R004",1.34
"3164","V0160","R045",1.96
"3165","V0160","R015",2.7
"3166","V0160","R027",2.76
"3167","V0160","R018",1.8
"3168","V0160","R033",3.94
"3169","V0160","R021",0.61
"3170","V0160","R002",2.85
"3171","V0160","R040",2.33
"3172","V0160","R001",2.26
"3173","V0160","R022",0.55
"3174","V0160","R013",3.08
"3175","V0160","R005",2.11
"3176","V0161","R027",2.74
"3177","V0161","R018",3.42
"3178","V0161","R019",2.09
"3179","V0161","R025",3.7
"3180","V0161","R006",4.37
"3181","V0161","R023",5.23
"3182","V0161","R047",1.43
"3183","V0161","R033",4.76
"3184","V0161","R002",4.77
"3185","V0161","R021",3.14
"3186","V0161","R014",3.31
"3187","V0161","R020",4.93
"3188","V0161","R037",4.41
"3189","V0161","R045",3.3
"3190","V0161","R035",4.5
"3191","V0161","R001",3.78
"3192","V0161","R030",5.34
"3193","V0161","R026",2.02
"3194","V0161","R031",3.99
"3195","V0161","R032",3.42
"3196","V0162","R003",4.29
"3197","V0162","R009",6.22
"3198","V0162","R025",5.68
"3199","V0162","R006",3.7
"3200","V0162","R012",6.28
"3201","V0162","R008",4.45
"3202","V0162","R019",3.98
"3203","V0162","R020",4.78
"3204","V0162","R028",3.5
"3205","V0162","R004",4.38
"3206","V0162","R024",1.86
"3207","V0162","R027",2.18
"3208","V0162","R018",5.05
"3209","V0162","R045",2.18
"3210","V0163","R019",5.29
"3211","V0163","R002",4.01
"3212","V0163","R036",3.77
"3213","V0163","R020",5.4
"3214","V0163","R043",5.82
"3215","V0163","R024",6.87
"3216","V0163","R015",4.63
"3217","V0163","R022",4.29
"3218","V0163","R021",4.04
"3219","V0163","R010",5.93
"3220","V0163","R023",5.19
"3221","V0163","R044",3.84
"3222","V0163","R009",3.33
"3223","V0163","R017",3.95
"3224","V0163","R025",4.32
"3225","V0163","R045",2.28
"3226","V0163","R016",4.31
"3227","V0163","R048",4.45
"3228","V0163","R049",2.57
"3229","V0163","R029",4.72
"3230","V0163","R042",4.65
"3231","V0163","R050",4.57
"3232","V0163","R008",3.84
"3233","V0163","R026",4.53
"3234","V0164","R041",3.49
"3235","V0164","R019",3.07
"3236","V0164","R028",1.76
"3237","V0164","R048",2.68
"3238","V0164","R003",3.15
"3239","V0164","R026",1.52
"3240","V0164","R024",4.39
"3241","V0164","R032",1.93
"3242","V0164","R022",2.15
"3243","V0164","R007",4.4
"3244","V0164","R008",2.22
"3245","V0164","R011",1.12
"3246","V0164","R036",1.61
"3247","V0164","R037",3.38
"3248","V0164","R047",2.21
"3249","V0164","R001",3.92
"3250","V0164","R049",2.75
"3251","V0164","R038",4
"3252","V0165","R029",2.16
"3253","V0165","R009",1.47
"3254","V0165","R001",4.2
"3255","V0165","R030",2.71
"3256","V0165","R037",0.5
"3257","V0165","R007",1.34
"3258","V0165","R011",3.66
"3259","V0165","R035",4.22
"3260","V0165","R043",3.94
"3261","V0165","R005",2.85
"3262","V0165","R041",5
"3263","V0165","R031",2.56
"3264","V0165","R003",2.98
"3265","V0165","R008",2.34
"3266","V0165","R046",3.64
"3267","V0165","R050",1.58
"3268","V0165","R044",1.56
"3269","V0165","R004",1.46
"3270","V0166","R036",0
"3271","V0166","R009",4.05
"3272","V0166","R007",2.36
"3273","V0166","R002",2.8
"3274","V0166","R031",2.63
"3275","V0166","R015",4.29
"3276","V0166","R011",1.36
"3277","V0166","R020",1.79
"3278","V0166","R037",1.86
"3279","V0166","R016",1.84
"3280","V0166","R039",1.85
"3281","V0166","R018",2.62
"3282","V0166","R005",2.3
"3283","V0166","R041",2.51
"3284","V0166","R004",2.82
"3285","V0166","R035",1.65
"3286","V0166","R032",3.59
"3287","V0166","R006",3.76
"3288","V0166","R047",0.54
"3289","V0166","R013",2.86
"3290","V0167","R024",3.15
"3291","V0167","R049",3.66
"3292","V0167","R022",4.14
"3293","V0167","R025",2.69
"3294","V0167","R019",1.75
"3295","V0167","R012",4.75
"3296","V0167","R032",2.68
"3297","V0167","R038",4.41
"3298","V0167","R039",1.51
"3299","V0167","R030",2.28
"3300","V0167","R017",4.34
"3301","V0167","R004",3.68
"3302","V0167","R014",2.78
"3303","V0167","R046",2.26
"3304","V0167","R033",2.64
"3305","V0167","R035",3.83
"3306","V0167","R037",2.22
"3307","V0167","R018",3.76
"3308","V0167","R028",1.83
"3309","V0167","R023",3.18
"3310","V0168","R044",3.86
"3311","V0168","R025",2.43
"3312","V0168","R042",2.39
"3313","V0168","R019",0
"3314","V0168","R027",4.37
"3315","V0168","R016",3.89
"3316","V0168","R033",3.65
"3317","V0168","R020",2.86
"3318","V0168","R013",1.28
"3319","V0168","R050",4.66
"3320","V0168","R047",1.75
"3321","V0168","R003",3.52
"3322","V0168","R030",2.02
"3323","V0168","R014",3.02
"3324","V0168","R005",3.54
"3325","V0168","R008",3.58
"3326","V0168","R024",2.67
"3327","V0168","R017",1.53
"3328","V0169","R015",3.88
"3329","V0169","R030",4.19
"3330","V0169","R036",3.73
"3331","V0169","R022",2.24
"3332","V0169","R003",3.17
"3333","V0169","R001",4.77
"3334","V0169","R044",4.66
"3335","V0169","R040",4.17
"3336","V0169","R027",4.66
"3337","V0169","R031",4.71
"3338","V0169","R029",3.76
"3339","V0169","R047",2.82
"3340","V0169","R005",3.82
"3341","V0169","R013",5.16
"3342","V0169","R050",4.91
"3343","V0169","R002",2.35
"3344","V0169","R042",2.91
"3345","V0169","R028",3.96
"3346","V0169","R034",4.98
"3347","V0169","R046",3.12
"3348","V0169","R048",5.49
"3349","V0169","R045",1.88
"3350","V0169","R032",3.13
"3351","V0170","R028",4.87
"3352","V0170","R041",4.29
"3353","V0170","R005",3.88
"3354","V0170","R036",1.7
"3355","V0170","R021",4.06
"3356","V0170","R008",4.89
"3357","V0170","R040",2.93
"3358","V0170","R035",3.8
"3359","V0170","R003",2.64
"3360","V0170","R044",3.83
"3361","V0170","R031",4.66
"3362","V0170","R004",4.19
"3363","V0170","R024",2.74
"3364","V0170","R034",4.19
"3365","V0170","R011",3.53
"3366","V0170","R019",3.3
"3367","V0170","R001",5.78
"3368","V0170","R012",4.38
"3369","V0170","R037",5.09
"3370","V0170","R049",2.92
"3371","V0170","R038",3.92
"3372","V0170","R033",3.32
"3373","V0171","R038",2.77
"3374","V0171","R043",5.07
"3375","V0171","R039",2.68
"3376","V0171","R007",2.98
"3377","V0171","R024",3.33
"3378","V0171","R044",3.24
"3379","V0171","R031",4.27
"3380","V0171","R003",3.51
"3381","V0171","R037",1.88
"3382","V0171","R002",2.36
"3383","V0171","R026",2.96
"3384","V0171","R016",2.93
"3385","V0171","R018",2.28
"3386","V0172","R034",4.76
"3387","V0172","R040",5.03
"3388","V0172","R001",5.74
"3389","V0172","R031",5.4
"3390","V0172","R048",3.5
"3391","V0172","R008",6.03
"3392","V0172","R041",6.44
"3393","V0172","R004",6.14
"3394","V0172","R013",4.59
"3395","V0172","R021",4.85
"3396","V0172","R023",4.51
"3397","V0172","R028",1.82
"3398","V0172","R012",4.81
"3399","V0172","R009",2.91
"3400","V0172","R046",4.75
"3401","V0172","R043",3.55
"3402","V0172","R042",4.45
"3403","V0172","R026",4.97
"3404","V0172","R015",4.94
"3405","V0172","R049",5.73
"3406","V0172","R014",4.09
"3407","V0172","R003",6.81
"3408","V0172","R010",4.83
"3409","V0172","R016",4.43
"3410","V0172","R027",3.2
"3411","V0172","R037",6.19
"3412","V0172","R029",4.81
"3413","V0173","R020",3.19
"3414","V0173","R022",0.51
"3415","V0173","R003",4.13
"3416","V0173","R012",4.64
"3417","V0173","R046",4.1
"3418","V0173","R043",2.73
"3419","V0173","R014",5.18
"3420","V0173","R032",4.79
"3421","V0173","R019",3.25
"3422","V0173","R027",4.26
"3423","V0173","R010",2.27
"3424","V0173","R015",2.92
"3425","V0173","R042",3.19
"3426","V0174","R012",5.6
"3427","V0174","R028",3.8
"3428","V0174","R018",5.16
"3429","V0174","R002",2.4
"3430","V0174","R031",6.19
"3431","V0174","R010",4.64
"3432","V0174","R006",5.74
"3433","V0174","R003",4.87
"3434","V0174","R033",5.97
"3435","V0174","R037",4.63
"3436","V0174","R044",6.82
"3437","V0174","R013",4.82
"3438","V0174","R026",4.93
"3439","V0174","R022",4.04
"3440","V0174","R050",5.36
"3441","V0174","R011",5.36
"3442","V0174","R047",3.6
"3443","V0174","R038",5.69
"3444","V0174","R049",4.11
"3445","V0175","R012",6.53
"3446","V0175","R047",4.56
"3447","V0175","R041",5.24
"3448","V0175","R003",4.9
"3449","V0175","R015",5.44
"3450","V0175","R004",2.29
"3451","V0175","R028",2.51
"3452","V0175","R036",2.34
"3453","V0175","R030",2.21
"3454","V0175","R029",3.6
"3455","V0175","R007",6
"3456","V0175","R031",4.64
"3457","V0175","R045",1.34
"3458","V0175","R027",3.24
"3459","V0175","R020",3.44
"3460","V0175","R021",4.07
"3461","V0175","R033",5.6
"3462","V0175","R035",4.56
"3463","V0175","R025",5.04
"3464","V0175","R010",2.97
"3465","V0175","R026",5.37
"3466","V0176","R002",3.38
"3467","V0176","R015",2.31
"3468","V0176","R047",2.8
"3469","V0176","R040",3.04
"3470","V0176","R005",5.8
"3471","V0176","R022",2.78
"3472","V0176","R034",4.17
"3473","V0176","R035",3.91
"3474","V0176","R049",5.84
"3475","V0176","R001",5.85
"3476","V0176","R024",2.92
"3477","V0176","R041",6.09
"3478","V0176","R012",4.19
"3479","V0176","R023",5.7
"3480","V0176","R036",3.11
"3481","V0176","R007",3.68
"3482","V0176","R033",4.24
"3483","V0176","R045",2.37
"3484","V0176","R048",4.4
"3485","V0176","R014",3.84
"3486","V0176","R009",3.62
"3487","V0176","R031",4.35
"3488","V0176","R011",5.92
"3489","V0177","R045",2.46
"3490","V0177","R043",4.6
"3491","V0177","R012",6.66
"3492","V0177","R020",5.03
"3493","V0177","R047",3.74
"3494","V0177","R006",7.1
"3495","V0177","R022",0.27
"3496","V0177","R027",2.78
"3497","V0177","R029",4.02
"3498","V0177","R004",6.01
"3499","V0177","R017",3.48
"3500","V0177","R033",5.73
"3501","V0178","R031",4.02
"3502","V0178","R040",4.21
"3503","V0178","R045",4.12
"3504","V0178","R003",2.54
"3505","V0178","R008",3.42
"3506","V0178","R017",4.44
"3507","V0178","R019",2.52
"3508","V0178","R025",2.86
"3509","V0178","R001",3.71
"3510","V0178","R007",2.14
"3511","V0178","R034",2.18
"3512","V0179","R031",2.5
"3513","V0179","R011",2.53
"3514","V0179","R041",3.09
"3515","V0179","R002",3.42
"3516","V0179","R047",3.17
"3517","V0179","R014",2.08
"3518","V0179","R023",2.9
"3519","V0179","R050",3.1
"3520","V0179","R039",0.82
"3521","V0179","R025",2.93
"3522","V0179","R020",2.02
"3523","V0179","R043",2.82
"3524","V0179","R042",2.3
"3525","V0179","R032",3.3
"3526","V0179","R013",0.72
"3527","V0180","R005",0.9
"3528","V0180","R038",4.17
"3529","V0180","R013",3.95
"3530","V0180","R037",3.3
"3531","V0180","R014",5.49
"3532","V0180","R021",2.57
"3533","V0180","R016",4.81
"3534","V0180","R009",4.53
"3535","V0180","R030",3.8
"3536","V0180","R022",3.02
"3537","V0180","R040",3.12
"3538","V0180","R029",4.7
"3539","V0180","R020",3.89
"3540","V0180","R028",4.24
"3541","V0180","R011",5.02
"3542","V0180","R039",4.3
"3543","V0180","R003",4.15
"3544","V0180","R031",2.46
"3545","V0180","R045",3.87
"3546","V0180","R047",2.91
"3547","V0180","R004",3.76
"3548","V0180","R041",3.37
"3549","V0180","R018",3.72
"3550","V0180","R050",3.8
"3551","V0180","R034",5.09
"3552","V0180","R027",4.38
"3553","V0180","R008",3.5
"3554","V0180","R035",4.28
"3555","V0180","R023",5.17
"3556","V0180","R036",2.9
"3557","V0181","R019",1.79
"3558","V0181","R007",2.59
"3559","V0181","R050",2.96
"3560","V0181","R027",1.92
"3561","V0181","R003",2.44
"3562","V0181","R030",3.15
"3563","V0181","R043",0
"3564","V0181","R020",3.23
"3565","V0181","R024",1.83
"3566","V0181","R010",3.15
"3567","V0181","R018",2.02
"3568","V0181","R042",2.27
"3569","V0181","R023",3.54
"3570","V0181","R047",3.37
"3571","V0181","R039",2.98
"3572","V0182","R046",4.53
